finished uploading
travel-to-la
k=40
time	expanded	visited	terminated	depth	cost	trace
238.97681904	2390	14486	2165	0	7	20
240.75522184	2397	14556	2169	0	7	20
243.17322683	2407	14651	2169	0	7	19
247.97803497	2427	14852	2173	0	7	18
252.50204301	2447	15042	2175	0	7	20
254.71724701	2456	15133	2177	0	7	20
255.16964793	2458	15152	2177	0	7	19
255.59084797	2460	15171	2177	0	7	19
259.10085487	2476	15324	2182	0	7	18
259.97445583	2480	15362	2183	0	7	20
261.26925802	2486	15419	2186	0	7	19
261.73725891	2488	15439	2186	0	7	18
261.75285888	2488	15438	2187	0	7	19
finished uploading
travel-7
k=40
time	expanded	visited	terminated	depth	cost	trace
0.29640007	9	46	0	0	3	8
1.21680212	29	150	7	0	4	9
2.93280506	57	300	26	0	5	15
4.14960718	69	380	39	0	5	16
4.47720814	71	392	49	0	6	14
8.53321505	143	723	81	0	5	15
10.06201816	167	838	96	0	6	14
15.53762698	210	1119	163	1	6	10
15.97442818	215	1156	165	1	5	9
17.16003013	225	1249	166	1	5	7
17.61243105	228	1270	175	1	5	7
20.03043509	258	1403	222	1	7	18
23.41564107	272	1505	257	1	8	16
24.71044302	296	1588	273	0	6	16
37.90806699	451	2275	440	0	7	19
38.07966709	453	2276	448	0	7	25
38.56326818	455	2277	469	0	7	25
44.53807807	476	2479	542	0	7	24
48.25088501	494	2597	594	0	7	26
51.16809011	510	2716	634	0	8	23
51.16809011	510	2715	634	0	8	21
53.28969407	518	2784	646	0	8	22
62.58731008	624	3362	705	1	6	7
63.24251103	627	3383	716	1	6	7
65.75411510	665	3535	740	1	7	16
73.10172796	729	3891	809	1	8	16
73.17972898	731	3895	810	1	8	15
94.86376715	925	4875	1036	0	8	21
112.67899799	1096	5697	1206	0	7	22
112.88179803	1101	5705	1213	0	7	22
116.82860518	1133	5864	1271	0	7	24
131.57063103	1259	6487	1437	0	8	21
186.84152818	1452	8077	1923	0	9	23
194.37634110	1510	8351	1976	1	8	15
197.63674712	1546	8509	2024	1	8	14
202.56635618	1591	8728	2103	1	7	15
204.85956001	1599	8782	2123	1	9	26
207.26196408	1623	8867	2156	1	8	17
209.89836907	1648	8967	2201	1	7	16
216.65318108	1694	9276	2260	1	7	16
finished uploading
travel-8
k=40
time	expanded	visited	terminated	depth	cost	trace
12.69842196	117	1320	32	0	5	11
26.64484692	244	2705	94	0	5	11
28.14244890	250	2782	102	0	5	13
28.76644993	254	2831	103	0	5	13
59.18650413	524	5663	173	0	6	15
60.55930591	534	5778	174	0	6	15
97.95257211	791	8951	240	0	6	14
114.78500104	899	10230	292	0	6	14
118.73180795	921	10523	293	0	6	14
157.32627606	1228	13686	532	0	6	15
158.49627805	1240	13788	538	0	6	15
159.12027907	1246	13839	541	0	6	14
160.24348092	1258	13941	547	0	6	14
163.44148707	1271	14126	551	0	6	14
165.37589002	1278	14225	551	0	6	15
180.77311707	1345	15108	755	0	6	16
181.47511911	1349	15157	756	0	6	16
187.74633002	1397	15608	832	0	6	16
188.99433208	1404	15687	832	0	6	16
190.33593392	1412	15776	834	0	6	16
191.53713608	1419	15855	834	0	6	16
199.78955102	1466	16295	884	0	7	17
200.55395198	1468	16326	884	0	7	17
201.27155304	1470	16357	884	0	7	16
201.97355509	1472	16388	884	0	7	16
209.08716702	1490	16667	909	0	7	17
216.76238108	1512	17000	937	0	7	19
218.40038300	1518	17081	943	0	7	19
234.21881104	1606	18194	984	1	7	11
235.23281312	1611	18255	984	1	7	11
237.88481808	1636	18492	988	1	7	12
252.01844192	1720	19387	1036	1	7	11
252.84524393	1723	19431	1036	1	7	11
256.93245101	1738	19656	1037	1	7	12
260.11485696	1748	19800	1053	1	7	14
260.89485812	1752	19849	1054	1	7	14
308.98974299	2127	24002	1150	0	7	19
434.41396308	3064	34521	1263	0	7	14
436.19236612	3083	34700	1263	0	7	14
568.88619900	4180	45726	1788	0	7	18
