finished uploading
travel-to-la
k=40
time	expanded	visited	terminated	depth	cost	trace
877.57954192	4261	11754	8713	2	16	11
timedout: 6531	19296	10096
finished uploading
travel-8
k=40
time	expanded	visited	terminated	depth	cost	trace
143.59825206	896	5756	345	2	11	12
143.84785295	898	5771	345	2	11	12
239.05481982	1570	9721	568	2	11	12
239.46042085	1573	9749	568	2	11	12
timedout: 4385	28997	3650
